distance,bleu,ter,tri,lcs,includesFurmula,onlyNumbers,includesBraces,hasFormatting,numberOfWords,includesLink,reviewScore,AI_trad_is_good
71,0.2,0.2,-12,39.28571429,0,0,0,0,5,0,0.8352713178,0
58,0.1711390397,0.3333333333,-8,63.63636364,0,0,0,0,3,0,0.8264318968,0
70,0.2388437702,0.3333333333,-8,50,0,0,0,0,3,0,0.8234455671,0
66,0.2222222222,0.1111111111,-18,44.11764706,0,0,0,0,9,0,0.8135228252,0
16,0,1,-2,91.66666667,0,0,0,0,1,0,0.8372093023,0
48,0.1666666667,0.1666666667,-12,58.53658537,0,0,0,0,6,0,0.8023255814,1
76,0.2857142857,0.1428571429,-14,45.23809524,0,0,0,0,7,0,0.8095238095,0
89,0.3422780794,0.3333333333,-8,42.30769231,0,0,0,0,3,0,0.820176455,0
82,0.3678794412,0.5,-6,40,0,0,0,0,2,0,0.8031475034,1
82,0.2681280184,0.2,-12,43.24324324,0,0,0,0,5,0,0.8301829386,1
86,0.3333333333,0.1666666667,-14,34.21052632,0,0,0,0,6,0,0.811369509,1
62,0.2029077921,0.125,-8,97.77777778,0,0,0,0,8,0,0.8137954294,0
12,0,1,-2,100,0,0,0,0,1,0,0.8294573643,1
80,0.3333333333,1,-6,40,0,0,0,0,3,0,0.8062015504,0
11,0,1,-2,88.88888889,0,0,0,0,1,0,0.8275193798,1
16,0,0.5,-6,83.33333333,0,0,0,0,2,0,0.8178294574,1
6,0,1,-2,100,0,0,0,0,1,0,0.8178294574,1
12,0,1,-2,87.5,0,0,0,0,1,0,0.8294573643,0
59,0.1711390397,-1,-1,76.19047619,0,0,0,0,3,0,0.8283698813,0
53,0.1947001958,0.25,-10,55.31914894,0,0,1,0,4,0,0.8121317071,0
16,0,1,-2,83.33333333,0,0,0,0,1,0,0.8372093023,0
76,0.3032653299,0.5,-4,42.85714286,0,0,0,0,2,0,0.8165638256,0
71,0.25,-1,-1,43.67816092,0,0,0,1,16,0,0.8105620155,0
54,0.1787520123,-1,-1,65.51724138,0,0,0,0,15,0,0.8053932769,0
71,0.25,-1,-1,43.67816092,0,0,0,1,16,0,0.8105620155,0
54,0.1787520123,-1,-1,65.51724138,0,0,0,0,15,0,0.8053932769,0
53,0.2,0.8,-8,60,0,0,0,1,5,0,0.8003875969,0
69,0.1732209735,0.1176470588,-19,55.23809524,0,0,0,1,17,0,0.8363028603,0
73,0.2222222222,0.1111111111,-20,49.05660377,0,0,0,1,9,0,0.8270887166,0
56,0.1331484335,-1,-1,80.64516129,0,0,0,0,10,0,0.8282370413,0
84,0.3678794412,0.5,-6,50,0,0,0,0,2,0,0.8070234724,0
84,0.3333333333,0.1666666667,-12,53.125,0,0,0,0,6,0,0.8074935401,0
68,0.1947001958,-1,-1,45,0,0,0,0,4,0,0.8334495365,0
50,0.1711390397,-1,-1,85.29411765,0,0,0,0,6,0,0.8044680725,0
53,0.2,-1,-1,71.42857143,0,0,0,0,5,0,0.8003875969,0
53,0.1839397206,0.5,-4,81.25,0,0,0,0,2,0,0.8182404184,0
14,0,1,-2,85.71428571,0,0,0,0,1,0,0.8333333333,0
10,0,0.5,-6,90,0,0,0,0,2,0,0.8062015504,0
11,0,0.5,-6,88.88888889,0,0,0,0,2,0,0.8081395349,0
88,0.3422780794,0.3333333333,-8,43.47826087,0,0,0,0,3,0,0.8182384705,0
71,0.3678794412,1,-2,100,0,0,0,0,1,0,0.8012095189,0
67,0.2,0.2,-10,55.55555556,0,0,0,0,5,0,0.8275193798,0
75,0.25,0.25,-10,37.5,0,0,0,0,4,0,0.8255813953,0
63,0.1632299507,-1,-1,68.62745098,0,0,0,0,17,0,0.8285474427,0
6,0,1,-2,93.33333333,0,0,0,0,1,0,0.8178294574,0
14,0,1,-2,85.71428571,0,0,0,0,1,0,0.8333333333,0
65,0.25,-1,-1,50,0,0,0,0,4,0,0.8062015504,0
10,0,1,-4,100,0,0,1,0,1,0,0.8333333333,0
21,0,0.5,-6,78.94736842,0,0,1,0,2,0,0.8352713178,0
11,0,0.5,-6,88.88888889,0,0,1,0,2,0,0.8158914729,0
9,0,0.5,-6,90.90909091,0,0,1,0,2,0,0.8120155039,0
68,0.25,0.125,-14,52.27272727,0,0,0,0,8,0,0.8071705426,0
14,0,1,-4,100,0,0,0,0,1,0,0.8333333333,0
5,0,0.5,-6,94.73684211,0,0,1,0,2,0,0.8042635659,0
11,0,1,-4,88.88888889,0,0,0,0,1,0,0.8275193798,0
88,0.3032653299,0.5,-6,38.88888889,0,0,0,0,2,0,0.8398196396,0
86,0.3032653299,0.5,-6,36.36363636,0,0,0,0,2,0,0.8359436706,0
72,0.2388437702,0.3333333333,-8,58.33333333,0,0,0,0,3,0,0.8273215361,0
47,0.166569827,0.4137931034,-26,61.29032258,0,0,1,0,29,0,0.8030536624,1
14,0,1,-2,85.71428571,0,0,0,0,1,0,0.8333333333,0
9,0,1,-2,90.90909091,0,0,0,0,1,0,0.8236434109,0
11,0,1,-2,88.88888889,0,0,0,0,1,0,0.8275193798,0
8,0,1,-2,91.66666667,0,0,0,0,1,0,0.8217054264,0
77,0.3032653299,0.5,-6,40,0,0,0,0,2,0,0.8185018101,0
75,0,1,-2,25,0,0,0,0,1,0,0.9515503876,0
84,0.3333333333,0.3333333333,-8,36.84210526,0,0,0,0,3,0,0.8139534884,0
84,0.3333333333,0.3333333333,-8,36.84210526,0,0,0,0,3,0,0.8139534884,0
11,0,0.5,-6,88.88888889,0,0,0,0,2,0,0.8081395349,0
9,0,0.5,-6,90.90909091,0,0,0,0,2,0,0.8042635659,0
10,0,1,-2,100,0,0,0,0,1,0,0.8255813953,0
